Resource,Activity,org:resource,concept:name,lifecycle:transition,time:timestamp,start:timestamp,case:creator,case:variant-index,case:variant,case:concept:name
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-02 09:48:00+00:00,2011-01-02 08:55:42.304688+00:00,Fluxicon Disco,1,Variant 1,3
Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Send Request for Quotation to Supplier,complete,2011-01-02 21:55:00+00:00,2011-01-02 19:23:25.400391+00:00,Fluxicon Disco,1,Variant 1,3
Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,complete,2011-01-03 03:00:00+00:00,2011-01-03 02:03:16.113281+00:00,Fluxicon Disco,1,Variant 1,3
Clement Duchot,Analyze Quotation Comparison Map,Clement Duchot,Analyze Quotation Comparison Map,complete,2011-01-03 09:47:00+00:00,2011-01-03 03:04:46.171875+00:00,Fluxicon Disco,1,Variant 1,3
Christian Francois,Choose best option,Christian Francois,Choose best option,complete,2011-01-03 09:47:00+00:00,2011-01-03 09:47:00+00:00,Fluxicon Disco,1,Variant 1,3
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-04 04:16:00+00:00,2011-01-04 02:27:52.207031+00:00,Fluxicon Disco,1,Variant 1,3
Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,complete,2011-01-04 05:59:00+00:00,2011-01-04 05:39:05.039062+00:00,Fluxicon Disco,1,Variant 1,3
Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,complete,2011-01-04 10:10:00+00:00,2011-01-04 08:18:43.007812+00:00,Fluxicon Disco,1,Variant 1,3
Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,complete,2011-01-05 20:20:00+00:00,2011-01-05 20:20:00+00:00,Fluxicon Disco,1,Variant 1,3
Elvira Lores,Release Purchase Order,Elvira Lores,Release Purchase Order,complete,2011-01-06 03:55:00+00:00,2011-01-05 20:20:00.833130+00:00,Fluxicon Disco,1,Variant 1,3
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-06 19:47:00+00:00,2011-01-06 19:41:34.892578+00:00,Fluxicon Disco,1,Variant 1,3
Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,complete,2011-01-07 07:33:00+00:00,2011-01-07 07:33:00+00:00,Fluxicon Disco,1,Variant 1,3
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-07 21:55:00+00:00,2011-01-07 21:48:10.253906+00:00,Fluxicon Disco,1,Variant 1,3
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-07 21:55:00+00:00,2011-01-07 21:55:00+00:00,Fluxicon Disco,1,Variant 1,3
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-07 22:31:00+00:00,2011-01-07 22:13:08.437500+00:00,Fluxicon Disco,1,Variant 1,3
Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,complete,2011-01-01 15:00:00+00:00,2011-01-01 15:00:00+00:00,Fluxicon Disco,37,Variant 37,4
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-02 00:51:00+00:00,2011-01-02 00:51:00+00:00,Fluxicon Disco,37,Variant 37,4
Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,complete,2011-01-02 00:58:00+00:00,2011-01-02 00:58:00+00:00,Fluxicon Disco,37,Variant 37,4
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-02 02:19:00+00:00,2011-01-02 01:53:06.093750+00:00,Fluxicon Disco,37,Variant 37,4
Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,complete,2011-01-02 03:14:00+00:00,2011-01-02 03:14:00+00:00,Fluxicon Disco,37,Variant 37,4
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-02 04:24:00+00:00,2011-01-02 03:49:08.203125+00:00,Fluxicon Disco,37,Variant 37,4
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-02 09:01:00+00:00,2011-01-02 08:25:45.849609+00:00,Fluxicon Disco,37,Variant 37,4
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-02 15:08:00+00:00,2011-01-02 13:58:49.746094+00:00,Fluxicon Disco,37,Variant 37,4
Elvira Lores,Analyze Quotation Comparison Map,Elvira Lores,Analyze Quotation Comparison Map,complete,2011-01-02 22:13:00+00:00,2011-01-02 22:13:00+00:00,Fluxicon Disco,37,Variant 37,4
Kim Passa,Choose best option,Kim Passa,Choose best option,complete,2011-01-02 22:13:00+00:00,2011-01-02 22:13:00+00:00,Fluxicon Disco,37,Variant 37,4
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-03 13:45:00+00:00,2011-01-03 11:04:35.390625+00:00,Fluxicon Disco,37,Variant 37,4
Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,complete,2011-01-03 18:17:00+00:00,2011-01-03 17:24:24.375000+00:00,Fluxicon Disco,37,Variant 37,4
Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,complete,2011-01-03 22:38:00+00:00,2011-01-03 22:38:00+00:00,Fluxicon Disco,37,Variant 37,4
Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,complete,2011-01-05 08:30:00+00:00,2011-01-05 08:30:00+00:00,Fluxicon Disco,37,Variant 37,4
Miu Hanwan,Release Purchase Order,Miu Hanwan,Release Purchase Order,complete,2011-01-05 15:58:00+00:00,2011-01-05 14:28:00.164795+00:00,Fluxicon Disco,37,Variant 37,4
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-01-06 06:30:00+00:00,2011-01-06 05:16:32.988281+00:00,Fluxicon Disco,37,Variant 37,4
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-06 12:13:00+00:00,2011-01-06 11:29:57.070312+00:00,Fluxicon Disco,37,Variant 37,4
Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,complete,2011-01-07 02:39:00+00:00,2011-01-07 02:39:00+00:00,Fluxicon Disco,37,Variant 37,4
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-07 03:32:00+00:00,2011-01-07 03:05:42.421875+00:00,Fluxicon Disco,37,Variant 37,4
Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,complete,2011-01-01 16:35:00+00:00,2011-01-01 16:35:00+00:00,Fluxicon Disco,37,Variant 37,5
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-02 07:57:00+00:00,2011-01-02 07:57:00+00:00,Fluxicon Disco,37,Variant 37,5
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-02 08:06:00+00:00,2011-01-02 08:06:00+00:00,Fluxicon Disco,37,Variant 37,5
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-02 09:27:00+00:00,2011-01-02 08:46:39.492188+00:00,Fluxicon Disco,37,Variant 37,5
Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,complete,2011-01-02 10:33:00+00:00,2011-01-02 09:46:35.625000+00:00,Fluxicon Disco,37,Variant 37,5
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-02 15:42:00+00:00,2011-01-02 13:08:06.210938+00:00,Fluxicon Disco,37,Variant 37,5
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-03 01:21:00+00:00,2011-01-03 00:42:13.183594+00:00,Fluxicon Disco,37,Variant 37,5
Karel de Groot,Create Quotation comparison Map,Karel de Groot,Create Quotation comparison Map,complete,2011-01-03 02:14:00+00:00,2011-01-03 02:04:00.644531+00:00,Fluxicon Disco,37,Variant 37,5
Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,complete,2011-01-03 09:30:00+00:00,2011-01-03 03:34:13.125000+00:00,Fluxicon Disco,37,Variant 37,5
Nico Ojenbeer,Choose best option,Nico Ojenbeer,Choose best option,complete,2011-01-03 09:30:00+00:00,2011-01-03 09:30:00+00:00,Fluxicon Disco,37,Variant 37,5
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-04 01:12:00+00:00,2011-01-03 23:57:40.429688+00:00,Fluxicon Disco,37,Variant 37,5
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-04 03:09:00+00:00,2011-01-04 02:46:22.617188+00:00,Fluxicon Disco,37,Variant 37,5
Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,complete,2011-01-04 07:24:00+00:00,2011-01-04 05:30:56.601562+00:00,Fluxicon Disco,37,Variant 37,5
Kiu Kan,Deliver Goods Services,Kiu Kan,Deliver Goods Services,complete,2011-01-05 10:37:00+00:00,2011-01-05 10:37:00+00:00,Fluxicon Disco,37,Variant 37,5
Anna Kaufmann,Release Purchase Order,Anna Kaufmann,Release Purchase Order,complete,2011-01-05 18:14:00+00:00,2011-01-05 10:37:00.836792+00:00,Fluxicon Disco,37,Variant 37,5
Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,complete,2011-01-06 08:42:00+00:00,2011-01-06 08:41:47.958984+00:00,Fluxicon Disco,37,Variant 37,5
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-06 14:23:00+00:00,2011-01-06 13:43:39.257812+00:00,Fluxicon Disco,37,Variant 37,5
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-07 04:47:00+00:00,2011-01-07 01:25:37.500000+00:00,Fluxicon Disco,37,Variant 37,5
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-07 05:04:00+00:00,2011-01-07 04:55:33.984375+00:00,Fluxicon Disco,37,Variant 37,5
Christian Francois,Create Purchase Requisition,Christian Francois,Create Purchase Requisition,complete,2011-01-01 17:37:00+00:00,2011-01-01 17:37:00+00:00,Fluxicon Disco,10,Variant 10,6
Alberto Duport,Create Request for Quotation,Alberto Duport,Create Request for Quotation,complete,2011-01-01 23:45:00+00:00,2011-01-01 23:45:00+00:00,Fluxicon Disco,10,Variant 10,6
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-02 00:55:00+00:00,2011-01-02 00:55:00+00:00,Fluxicon Disco,10,Variant 10,6
Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,complete,2011-01-02 01:55:00+00:00,2011-01-02 01:55:00+00:00,Fluxicon Disco,10,Variant 10,6
Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,complete,2011-01-02 03:28:00+00:00,2011-01-02 02:41:40.898438+00:00,Fluxicon Disco,10,Variant 10,6
Anne Olwada,Amend Request for Quotation,Anne Olwada,Amend Request for Quotation,complete,2011-01-02 04:28:00+00:00,2011-01-02 04:28:00+00:00,Fluxicon Disco,10,Variant 10,6
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-02 05:48:00+00:00,2011-01-02 05:48:00+00:00,Fluxicon Disco,10,Variant 10,6
Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Send Request for Quotation to Supplier,complete,2011-01-02 16:22:00+00:00,2011-01-02 16:14:54.667969+00:00,Fluxicon Disco,10,Variant 10,6
Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,complete,2011-01-02 21:32:00+00:00,2011-01-02 20:33:34.335938+00:00,Fluxicon Disco,10,Variant 10,6
Penn Osterwalder,Analyze Quotation Comparison Map,Penn Osterwalder,Analyze Quotation Comparison Map,complete,2011-01-03 04:01:00+00:00,2011-01-03 03:36:17.578125+00:00,Fluxicon Disco,10,Variant 10,6
Tesca Lobes,Choose best option,Tesca Lobes,Choose best option,complete,2011-01-03 04:01:00+00:00,2011-01-03 04:01:00+00:00,Fluxicon Disco,10,Variant 10,6
Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,complete,2011-01-03 19:16:00+00:00,2011-01-03 16:33:42.011719+00:00,Fluxicon Disco,10,Variant 10,6
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-03 21:07:00+00:00,2011-01-03 20:45:32.226562+00:00,Fluxicon Disco,10,Variant 10,6
Karen Clarens,Confirm Purchase Order,Karen Clarens,Confirm Purchase Order,complete,2011-01-04 01:16:00+00:00,2011-01-04 01:16:00+00:00,Fluxicon Disco,10,Variant 10,6
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-01-05 09:16:00+00:00,2011-01-05 09:16:00+00:00,Fluxicon Disco,10,Variant 10,6
Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Release Purchase Order,complete,2011-01-05 16:28:00+00:00,2011-01-05 12:47:00.404663+00:00,Fluxicon Disco,10,Variant 10,6
Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,complete,2011-01-05 23:10:00+00:00,2011-01-05 21:49:19.511719+00:00,Fluxicon Disco,10,Variant 10,6
Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,complete,2011-01-06 04:56:00+00:00,2011-01-06 04:56:00+00:00,Fluxicon Disco,10,Variant 10,6
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-06 19:19:00+00:00,2011-01-06 19:19:00+00:00,Fluxicon Disco,10,Variant 10,6
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-06 19:19:00+00:00,2011-01-06 19:19:00+00:00,Fluxicon Disco,10,Variant 10,6
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-06 19:50:00+00:00,2011-01-06 19:50:00+00:00,Fluxicon Disco,10,Variant 10,6
Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Create Purchase Requisition,complete,2011-01-01 21:00:00+00:00,2011-01-01 21:00:00+00:00,Fluxicon Disco,13,Variant 13,7
Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,complete,2011-01-02 19:38:00+00:00,2011-01-02 19:38:00+00:00,Fluxicon Disco,13,Variant 13,7
Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,complete,2011-01-02 19:42:00+00:00,2011-01-02 19:42:00+00:00,Fluxicon Disco,13,Variant 13,7
Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,complete,2011-01-02 21:29:00+00:00,2011-01-02 20:35:42.539062+00:00,Fluxicon Disco,13,Variant 13,7
Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,complete,2011-01-02 22:28:00+00:00,2011-01-02 21:46:30.937500+00:00,Fluxicon Disco,13,Variant 13,7
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-02 23:47:00+00:00,2011-01-02 23:07:39.257812+00:00,Fluxicon Disco,13,Variant 13,7
Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,complete,2011-01-03 00:50:00+00:00,2011-01-03 00:50:00+00:00,Fluxicon Disco,13,Variant 13,7
Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,complete,2011-01-03 02:28:00+00:00,2011-01-03 01:39:11.484375+00:00,Fluxicon Disco,13,Variant 13,7
Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,complete,2011-01-03 06:40:00+00:00,2011-01-03 06:09:21.064453+00:00,Fluxicon Disco,13,Variant 13,7
Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,complete,2011-01-03 18:08:00+00:00,2011-01-03 15:58:19.687500+00:00,Fluxicon Disco,13,Variant 13,7
Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,complete,2011-01-04 01:35:00+00:00,2011-01-03 18:13:14.296875+00:00,Fluxicon Disco,13,Variant 13,7
Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,complete,2011-01-04 01:35:00+00:00,2011-01-04 01:35:00+00:00,Fluxicon Disco,13,Variant 13,7
Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,complete,2011-01-04 19:08:00+00:00,2011-01-04 15:33:25.195312+00:00,Fluxicon Disco,13,Variant 13,7
Karel de Groot,Create Purchase Order,Karel de Groot,Create Purchase Order,complete,2011-01-04 23:18:00+00:00,2011-01-04 22:29:39.609375+00:00,Fluxicon Disco,13,Variant 13,7
Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,complete,2011-01-05 08:44:00+00:00,2011-01-05 08:40:53.789062+00:00,Fluxicon Disco,13,Variant 13,7
Karen Clarens,Deliver Goods Services,Karen Clarens,Deliver Goods Services,complete,2011-01-06 01:17:00+00:00,2011-01-06 01:17:00+00:00,Fluxicon Disco,13,Variant 13,7
Clement Duchot,Release Purchase Order,Clement Duchot,Release Purchase Order,complete,2011-01-06 08:35:00+00:00,2011-01-06 01:17:00.802002+00:00,Fluxicon Disco,13,Variant 13,7
Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Approve Purchase Order for payment,complete,2011-01-06 16:44:00+00:00,2011-01-06 15:05:51.943359+00:00,Fluxicon Disco,13,Variant 13,7
Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,complete,2011-01-07 01:11:00+00:00,2011-01-07 01:11:00+00:00,Fluxicon Disco,13,Variant 13,7
Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,complete,2011-01-07 15:27:00+00:00,2011-01-07 15:27:00+00:00,Fluxicon Disco,13,Variant 13,7
Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,complete,2011-01-07 15:27:00+00:00,2011-01-07 15:27:00+00:00,Fluxicon Disco,13,Variant 13,7
Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,complete,2011-01-07 15:53:00+00:00,2011-01-07 15:53:00+00:00,Fluxicon Disco,13,Variant 13,7
Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,complete,2011-01-01 21:17:00+00:00,2011-01-01 21:17:00+00:00,Fluxicon Disco,8,Variant 8,8
Tesca Lobes,Create Request for Quotation,Tesca Lobes,Create Request for Quotation,complete,2011-01-02 00:07:00+00:00,2011-01-01 22:39:37.851562+00:00,Fluxicon Disco,8,Variant 8,8
