case_id,activity,enable_time,start_time,end_time,resource
5,Create Quotation comparison Map,2011-01-04 12:35:15.588408+00:00,2011-01-04 18:45:20.731220+00:00,2011-01-04 20:40:40.573708+00:00,Karel de Groot
7,Amend Request for Quotation,2011-01-04 14:05:34.494567+00:00,2011-01-04 14:05:34.494567+00:00,2011-01-04 15:40:03.662752+00:00,Alberto Duport
7,Analyze Request for Quotation,2011-01-04 15:40:03.662752+00:00,2011-01-04 19:14:59.645378+00:00,2011-01-04 23:23:30.415708+00:00,Magdalena Predutta
8,Send Request for Quotation to Supplier,2011-01-04 17:53:53.311410+00:00,2011-01-04 20:40:40.573708+00:00,2011-01-04 20:42:15.152234+00:00,Karel de Groot
3,Create Quotation comparison Map,2011-01-04 17:55:26.219203+00:00,2011-01-04 20:42:15.152234+00:00,2011-01-04 20:46:03.899421+00:00,Karel de Groot
1,Amend Request for Quotation,2011-01-04 18:12:42.969187+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:30:38.839063+00:00,Esmana Liubiata
0,Analyze Quotation Comparison Map,2011-01-04 18:45:20.731220+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 04:25:13.069692+00:00,Nico Ojenbeer
6,Amend Request for Quotation,2011-01-04 19:14:59.645378+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 01:41:00.742379+00:00,Christian Francois
10,Create Purchase Requisition,2011-01-04 19:33:37.499218+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,Anne Olwada
5,Analyze Quotation Comparison Map,2011-01-04 20:40:40.573708+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 04:48:52.071326+00:00,Penn Osterwalder
8,Create Quotation comparison Map,2011-01-04 20:42:15.152234+00:00,2011-01-04 20:46:03.899421+00:00,2011-01-04 21:56:08.672777+00:00,Karel de Groot
3,Analyze Quotation Comparison Map,2011-01-04 20:46:03.899421+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 01:44:04.382352+00:00,Tesca Lobes
8,Analyze Quotation Comparison Map,2011-01-04 21:56:08.672777+00:00,2011-01-04 21:56:08.672777+00:00,2011-01-04 22:49:40.152677+00:00,Kim Passa
8,Choose best option,2011-01-04 22:49:40.152677+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,Fjodor Kowalski
7,Send Request for Quotation to Supplier,2011-01-04 23:23:30.415708+00:00,2011-01-04 23:23:30.415708+00:00,2011-01-04 23:31:24.573185+00:00,Karel de Groot
7,Create Quotation comparison Map,2011-01-04 23:31:24.573185+00:00,2011-01-04 23:31:24.573185+00:00,2011-01-05 12:08:06.313416+00:00,Magdalena Predutta
8,Settle Conditions With Supplier,2011-01-05 00:00:00.000000+00:00,2011-01-05 12:00:00.000000+00:00,2011-01-05 14:07:31.271205+00:00,Karel de Groot
10,Analyze Purchase Requisition,2011-01-05 00:00:00.000000+00:00,2011-01-05 12:00:00.000000+00:00,2011-01-05 12:04:43.141385+00:00,Francis Odell
9,Create Request for Quotation,2011-01-05 00:10:14.308566+00:00,2011-01-05 12:00:00.000000+00:00,2011-01-05 12:00:00.229676+00:00,Immanuel Karagianni
1,Analyze Request for Quotation,2011-01-05 00:30:38.839063+00:00,2011-01-05 12:08:06.313416+00:00,2011-01-06 19:13:18.421236+00:00,Magdalena Predutta
6,Analyze Request for Quotation,2011-01-05 01:41:00.742379+00:00,2011-01-05 14:07:31.271205+00:00,2011-01-06 14:06:06.278471+00:00,Karel de Groot
3,Choose best option,2011-01-05 01:44:04.382352+00:00,2011-01-05 12:00:00.000000+00:00,2011-01-05 12:00:00.000000+00:00,Miu Hanwan
0,Choose best option,2011-01-05 04:25:13.069692+00:00,2011-01-05 12:00:00.000000+00:00,2011-01-05 12:00:00.000000+00:00,Elvira Lores
5,Choose best option,2011-01-05 04:48:52.071326+00:00,2011-01-05 12:00:00.000000+00:00,2011-01-05 12:00:00.000000+00:00,Anna Kaufmann
3,Settle Conditions With Supplier,2011-01-05 12:00:00.000000+00:00,2011-01-06 07:56:33.136115+00:00,2011-01-06 09:58:52.839937+00:00,Francois de Perrier
0,Settle Conditions With Supplier,2011-01-05 12:00:00.000000+00:00,2011-01-06 09:58:52.839937+00:00,2011-01-06 10:33:05.569169+00:00,Francois de Perrier
5,Settle Conditions With Supplier,2011-01-05 12:00:00.000000+00:00,2011-01-06 10:33:05.569169+00:00,2011-01-06 16:07:47.652838+00:00,Francois de Perrier
9,Analyze Request for Quotation,2011-01-05 12:00:00.229676+00:00,2011-01-06 14:06:06.278471+00:00,2011-01-06 22:52:38.382442+00:00,Karel de Groot
10,Create Request for Quotation,2011-01-05 12:04:43.141385+00:00,2011-01-05 12:04:43.141385+00:00,2011-01-05 12:05:12.045072+00:00,Maris Freeman
10,Analyze Request for Quotation,2011-01-05 12:05:12.045072+00:00,2011-01-06 16:07:47.652838+00:00,2011-01-07 12:15:36.425409+00:00,Francois de Perrier
7,Analyze Quotation Comparison Map,2011-01-05 12:08:06.313416+00:00,2011-01-05 12:08:06.313416+00:00,2011-01-05 17:57:13.443550+00:00,Clement Duchot
8,Create Purchase Order,2011-01-05 14:07:31.271205+00:00,2011-01-06 19:13:18.421236+00:00,2011-01-06 19:27:20.483163+00:00,Magdalena Predutta
7,Choose best option,2011-01-05 17:57:13.443550+00:00,2011-01-05 17:57:13.443550+00:00,2011-01-05 17:57:13.443550+00:00,Alberto Duport
7,Settle Conditions With Supplier,2011-01-05 17:57:13.443550+00:00,2011-01-06 19:27:20.483163+00:00,2011-01-07 12:26:12.593353+00:00,Magdalena Predutta
2,Amend Request for Quotation,2011-01-06 07:56:33.136115+00:00,2011-01-06 12:00:00.000000+00:00,2011-01-06 13:02:38.953328+00:00,Kim Passa
3,Create Purchase Order,2011-01-06 09:58:52.839937+00:00,2011-01-06 22:52:38.382442+00:00,2011-01-06 22:52:46.205621+00:00,Karel de Groot
0,Create Purchase Order,2011-01-06 10:33:05.569169+00:00,2011-01-06 22:52:46.205621+00:00,2011-01-06 22:56:42.813129+00:00,Karel de Groot
2,Analyze Request for Quotation,2011-01-06 13:02:38.953328+00:00,2011-01-06 22:56:42.813129+00:00,2011-01-07 20:36:30.191905+00:00,Karel de Groot
6,Amend Request for Quotation,2011-01-06 14:06:06.278471+00:00,2011-01-07 00:00:00.000000+00:00,2011-01-07 01:17:07.876635+00:00,Fjodor Kowalski
5,Create Purchase Order,2011-01-06 16:07:47.652838+00:00,2011-01-07 12:15:36.425409+00:00,2011-01-07 12:16:33.812527+00:00,Francois de Perrier
8,Confirm Purchase Order,2011-01-06 19:27:20.483163+00:00,2011-01-07 00:00:00.000000+00:00,2011-01-07 04:25:41.145204+00:00,Karen Clarens
9,Send Request for Quotation to Supplier,2011-01-06 22:52:38.382442+00:00,2011-01-07 12:16:33.812527+00:00,2011-01-07 12:18:28.888086+00:00,Francois de Perrier
3,Confirm Purchase Order,2011-01-06 22:52:46.205621+00:00,2011-01-07 00:00:00.000000+00:00,2011-01-07 00:23:57.619759+00:00,Carmen Finacse
0,Confirm Purchase Order,2011-01-06 22:56:42.813129+00:00,2011-01-07 06:00:00.000000+00:00,2011-01-07 06:35:48.420334+00:00,Kiu Kan
3,Deliver Goods Services,2011-01-07 00:23:57.619759+00:00,2011-01-07 12:00:00.000000+00:00,2011-01-07 12:12:18.857481+00:00,Sean Manney
6,Analyze Request for Quotation,2011-01-07 01:17:07.876635+00:00,2011-01-07 12:18:28.888086+00:00,2011-01-09 08:51:37.316047+00:00,Francois de Perrier
8,Deliver Goods Services,2011-01-07 04:25:41.145204+00:00,2011-01-07 12:00:00.000000+00:00,2011-01-07 16:32:45.102927+00:00,Esmeralda Clay
0,Deliver Goods Services,2011-01-07 06:35:48.420334+00:00,2011-01-07 06:35:48.420334+00:00,2011-01-07 09:09:51.097164+00:00,Carmen Finacse
0,Release Purchase Order,2011-01-07 09:09:51.097164+00:00,2011-01-07 09:09:51.097164+00:00,2011-01-07 10:12:58.805592+00:00,Anne Olwada
0,Approve Purchase Order for payment,2011-01-07 10:12:58.805592+00:00,2011-01-07 12:26:12.593353+00:00,2011-01-07 15:26:28.859365+00:00,Magdalena Predutta
3,Release Purchase Order,2011-01-07 12:12:18.857481+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 01:03:07.708428+00:00,Esmana Liubiata
10,Send Request for Quotation to Supplier,2011-01-07 12:15:36.425409+00:00,2011-01-07 15:26:28.859365+00:00,2011-01-07 15:33:05.899847+00:00,Magdalena Predutta
5,Confirm Purchase Order,2011-01-07 12:16:33.812527+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 00:17:42.714060+00:00,Karen Clarens
9,Create Quotation comparison Map,2011-01-07 12:18:28.888086+00:00,2011-01-07 15:33:05.899847+00:00,2011-01-07 16:51:34.452734+00:00,Magdalena Predutta
7,Create Purchase Order,2011-01-07 12:26:12.593353+00:00,2011-01-07 16:51:34.452734+00:00,2011-01-07 17:07:51.475258+00:00,Magdalena Predutta
0,Send Invoice,2011-01-07 15:26:28.859365+00:00,2011-01-07 15:26:28.859365+00:00,2011-01-07 15:46:33.309414+00:00,Kiu Kan
10,Create Quotation comparison Map,2011-01-07 15:33:05.899847+00:00,2011-01-07 17:07:51.475258+00:00,2011-01-07 18:34:45.233855+00:00,Magdalena Predutta
0,Release Supplier's Invoice,2011-01-07 15:46:33.309414+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 02:07:09.897586+00:00,Pedro Alvares
8,Release Purchase Order,2011-01-07 16:32:45.102927+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 01:03:07.708428+00:00,Christian Francois
9,Analyze Quotation Comparison Map,2011-01-07 16:51:34.452734+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 04:05:12.678170+00:00,Tesca Lobes
7,Confirm Purchase Order,2011-01-07 17:07:51.475258+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-09 02:51:26.001627+00:00,Carmen Finacse
10,Analyze Quotation Comparison Map,2011-01-07 18:34:45.233855+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 01:54:55.117963+00:00,Nico Ojenbeer
2,Send Request for Quotation to Supplier,2011-01-07 20:36:30.191905+00:00,2011-01-07 20:36:30.191905+00:00,2011-01-07 20:50:28.382064+00:00,Magdalena Predutta
2,Create Quotation comparison Map,2011-01-07 20:50:28.382064+00:00,2011-01-07 20:50:28.382064+00:00,2011-01-07 22:23:10.450170+00:00,Karel de Groot
2,Analyze Quotation Comparison Map,2011-01-07 22:23:10.450170+00:00,2011-01-08 00:00:00.000000+00:00,2011-01-08 04:24:06.061678+00:00,Penn Osterwalder
5,Deliver Goods Services,2011-01-08 00:17:42.714060+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:47:39.664473+00:00,Sean Manney
3,Approve Purchase Order for payment,2011-01-08 01:03:07.708428+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:48:18.258025+00:00,Magdalena Predutta
8,Settle Dispute With Supplier,2011-01-08 01:03:07.708428+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 14:48:18.206766+00:00,Karalda Nimwada
10,Choose best option,2011-01-08 01:54:55.117963+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:00:00.000000+00:00,Miu Hanwan
0,Authorize Supplier's Invoice payment,2011-01-08 02:07:09.897586+00:00,2011-01-08 02:07:09.897586+00:00,2011-01-08 02:08:57.432419+00:00,Pedro Alvares
0,Pay Invoice,2011-01-08 02:08:57.432419+00:00,2011-01-08 02:08:57.432419+00:00,2011-01-08 02:18:00.160328+00:00,Pedro Alvares
9,Choose best option,2011-01-08 04:05:12.678170+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:00:00.000000+00:00,Elvira Lores
2,Choose best option,2011-01-08 04:24:06.061678+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:00:00.000000+00:00,Anna Kaufmann
2,Settle Conditions With Supplier,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:59:33.524487+00:00,Karel de Groot
9,Settle Conditions With Supplier,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:48:18.258025+00:00,2011-01-08 14:25:39.492430+00:00,Magdalena Predutta
10,Settle Conditions With Supplier,2011-01-08 12:00:00.000000+00:00,2011-01-08 12:59:33.524487+00:00,2011-01-08 13:52:39.336848+00:00,Karel de Groot
5,Release Purchase Order,2011-01-08 12:47:39.664473+00:00,2011-01-08 12:47:39.664473+00:00,2011-01-08 13:50:47.372902+00:00,Immanuel Karagianni
3,Send Invoice,2011-01-08 12:48:18.258025+00:00,2011-01-08 12:48:18.258025+00:00,2011-01-09 06:58:54.436022+00:00,Kiu Kan
2,Create Purchase Order,2011-01-08 12:59:33.524487+00:00,2011-01-08 13:52:39.336848+00:00,2011-01-08 14:23:39.185703+00:00,Karel de Groot
5,Approve Purchase Order for payment,2011-01-08 13:50:47.372902+00:00,2011-01-08 14:23:39.185703+00:00,2011-01-08 15:17:49.666106+00:00,Karel de Groot
10,Create Purchase Order,2011-01-08 13:52:39.336848+00:00,2011-01-08 14:25:39.492430+00:00,2011-01-08 14:28:40.699834+00:00,Magdalena Predutta
2,Confirm Purchase Order,2011-01-08 14:23:39.185703+00:00,2011-01-08 14:23:39.185703+00:00,2011-01-08 14:38:29.338628+00:00,Esmeralda Clay
9,Create Purchase Order,2011-01-08 14:25:39.492430+00:00,2011-01-08 14:28:40.699834+00:00,2011-01-08 14:31:03.261344+00:00,Magdalena Predutta
10,Confirm Purchase Order,2011-01-08 14:28:40.699834+00:00,2011-01-09 00:00:00.000000+00:00,2011-01-09 04:31:10.664303+00:00,Karen Clarens
9,Confirm Purchase Order,2011-01-08 14:31:03.261344+00:00,2011-01-08 14:31:03.261344+00:00,2011-01-09 12:05:56.359807+00:00,Sean Manney
2,Deliver Goods Services,2011-01-08 14:38:29.338628+00:00,2011-01-08 14:38:29.338628+00:00,2011-01-08 15:51:58.416449+00:00,Esmeralda Clay
8,Authorize Supplier's Invoice payment,2011-01-08 14:48:18.206766+00:00,2011-01-09 00:00:00.000000+00:00,2011-01-09 00:01:25.387316+00:00,Pedro Alvares
5,Send Invoice,2011-01-08 15:17:49.666106+00:00,2011-01-08 15:51:58.416449+00:00,2011-01-08 16:57:09.187018+00:00,Esmeralda Clay
2,Release Purchase Order,2011-01-08 15:51:58.416449+00:00,2011-01-08 15:51:58.416449+00:00,2011-01-08 16:55:06.124877+00:00,Clement Duchot
2,Approve Purchase Order for payment,2011-01-08 16:55:06.124877+00:00,2011-01-08 16:55:06.124877+00:00,2011-01-08 17:54:51.096666+00:00,Magdalena Predutta
5,Release Supplier's Invoice,2011-01-08 16:57:09.187018+00:00,2011-01-08 16:57:09.187018+00:00,2011-01-08 19:54:51.808438+00:00,Karalda Nimwada
2,Send Invoice,2011-01-08 17:54:51.096666+00:00,2011-01-08 17:54:51.096666+00:00,2011-01-08 21:51:46.871329+00:00,Esmeralda Clay
5,Authorize Supplier's Invoice payment,2011-01-08 19:54:51.808438+00:00,2011-01-08 19:54:51.808438+00:00,2011-01-08 19:58:26.184668+00:00,Karalda Nimwada
5,Pay Invoice,2011-01-08 19:58:26.184668+00:00,2011-01-08 19:58:26.184668+00:00,2011-01-08 20:30:56.046401+00:00,Karalda Nimwada
2,Release Supplier's Invoice,2011-01-08 21:51:46.871329+00:00,2011-01-08 21:51:46.871329+00:00,2011-01-08 22:24:22.260813+00:00,Karalda Nimwada
2,Authorize Supplier's Invoice payment,2011-01-08 22:24:22.260813+00:00,2011-01-08 22:24:22.260813+00:00,2011-01-08 22:24:48.351794+00:00,Karalda Nimwada
2,Pay Invoice,2011-01-08 22:24:48.351794+00:00,2011-01-08 22:24:48.351794+00:00,2011-01-08 22:39:54.783594+00:00,Karalda Nimwada
8,Pay Invoice,2011-01-09 00:01:25.387316+00:00,2011-01-09 12:00:00.000000+00:00,2011-01-09 12:11:48.441481+00:00,Karalda Nimwada
7,Deliver Goods Services,2011-01-09 02:51:26.001627+00:00,2011-01-09 12:00:00.000000+00:00,2011-01-09 15:07:25.146047+00:00,Esmeralda Clay
10,Deliver Goods Services,2011-01-09 04:31:10.664303+00:00,2011-01-09 04:31:10.664303+00:00,2011-01-09 04:53:39.489685+00:00,Carmen Finacse
10,Release Purchase Order,2011-01-09 04:53:39.489685+00:00,2011-01-09 12:00:00.000000+00:00,2011-01-09 13:03:07.708429+00:00,Alberto Duport
3,Release Supplier's Invoice,2011-01-09 06:58:54.436022+00:00,2011-01-09 06:58:54.436022+00:00,2011-01-09 08:59:22.701941+00:00,Pedro Alvares
6,Send Request for Quotation to Supplier,2011-01-09 08:51:37.316047+00:00,2011-01-09 12:00:00.000000+00:00,2011-01-09 12:01:28.270826+00:00,Karel de Groot
3,Authorize Supplier's Invoice payment,2011-01-09 08:59:22.701941+00:00,2011-01-09 08:59:22.701941+00:00,2011-01-09 08:59:57.459863+00:00,Pedro Alvares
3,Pay Invoice,2011-01-09 08:59:57.459863+00:00,2011-01-09 08:59:57.459863+00:00,2011-01-09 09:15:10.208434+00:00,Pedro Alvares
6,Create Quotation comparison Map,2011-01-09 12:01:28.270826+00:00,2011-01-09 12:01:28.270826+00:00,2011-01-09 12:47:42.014492+00:00,Magdalena Predutta
9,Deliver Goods Services,2011-01-09 12:05:56.359807+00:00,2011-01-10 00:00:00.000000+00:00,2011-01-10 00:55:33.601757+00:00,Karen Clarens
6,Analyze Quotation Comparison Map,2011-01-09 12:47:42.014492+00:00,2011-01-09 12:47:42.014492+00:00,2011-01-09 16:19:04.979240+00:00,Kim Passa
10,Approve Purchase Order for payment,2011-01-09 13:03:07.708429+00:00,2011-01-09 13:03:07.708429+00:00,2011-01-09 16:25:26.799133+00:00,Francois de Perrier
7,Release Purchase Order,2011-01-09 15:07:25.146047+00:00,2011-01-10 00:00:00.000000+00:00,2011-01-10 01:03:07.708428+00:00,Fjodor Kowalski
6,Choose best option,2011-01-09 16:19:04.979240+00:00,2011-01-10 00:00:00.000000+00:00,2011-01-10 00:00:00.000000+00:00,Anne Olwada
10,Send Invoice,2011-01-09 16:25:26.799133+00:00,2011-01-10 00:00:00.000000+00:00,2011-01-10 00:36:08.641057+00:00,Carmen Finacse
6,Settle Conditions With Supplier,2011-01-10 00:00:00.000000+00:00,2011-01-10 12:00:00.000000+00:00,2011-01-10 12:48:43.098439+00:00,Karel de Groot
10,Release Supplier's Invoice,2011-01-10 00:36:08.641057+00:00,2011-01-10 00:36:08.641057+00:00,2011-01-10 07:09:56.807570+00:00,Pedro Alvares
9,Release Purchase Order,2011-01-10 00:55:33.601757+00:00,2011-01-10 00:55:33.601757+00:00,2011-01-10 01:58:41.310185+00:00,Esmana Liubiata
7,Approve Purchase Order for payment,2011-01-10 01:03:07.708428+00:00,2011-01-10 12:00:00.000000+00:00,2011-01-10 12:26:09.534872+00:00,Magdalena Predutta
9,Approve Purchase Order for payment,2011-01-10 01:58:41.310185+00:00,2011-01-10 06:00:00.000000+00:00,2011-01-10 10:21:12.398505+00:00,Francois de Perrier
11,Create Purchase Requisition,2011-01-10 05:12:43.986841+00:00,2011-01-10 05:12:43.986841+00:00,2011-01-10 05:12:43.986841+00:00,Christian Francois
11,Analyze Purchase Requisition,2011-01-10 05:12:43.986841+00:00,2011-01-10 05:12:43.986841+00:00,2011-01-10 05:26:59.273060+00:00,Heinz Gutschmidt
10,Authorize Supplier's Invoice payment,2011-01-10 07:09:56.807570+00:00,2011-01-10 12:00:00.000000+00:00,2011-01-10 12:01:14.286328+00:00,Karalda Nimwada
9,Send Invoice,2011-01-10 10:21:12.398505+00:00,2011-01-10 10:21:12.398505+00:00,2011-01-11 08:46:20.858932+00:00,Kiu Kan
12,Create Purchase Requisition,2011-01-10 10:25:40.173045+00:00,2011-01-10 10:25:40.173045+00:00,2011-01-10 10:25:40.173045+00:00,Nico Ojenbeer
12,Analyze Purchase Requisition,2011-01-10 10:25:40.173045+00:00,2011-01-10 12:00:00.000000+00:00,2011-01-10 12:00:43.810764+00:00,Francis Odell
12,Create Request for Quotation,2011-01-10 12:00:43.810764+00:00,2011-01-10 12:00:43.810764+00:00,2011-01-10 12:03:29.488564+00:00,Maris Freeman
10,Pay Invoice,2011-01-10 12:01:14.286328+00:00,2011-01-11 00:00:00.000000+00:00,2011-01-11 00:19:00.449223+00:00,Pedro Alvares
12,Analyze Request for Quotation,2011-01-10 12:03:29.488564+00:00,2011-01-10 12:03:29.488564+00:00,2011-01-10 17:06:11.562749+00:00,Francois de Perrier
7,Send Invoice,2011-01-10 12:26:09.534872+00:00,2011-01-10 12:26:09.534872+00:00,2011-01-10 13:52:09.934799+00:00,Sean Manney
